(1, 1, 15, 7, 35.0, 0),
(1, 2, 13, 1, 1000.0, 30),
(1, 3, 16, 6, 1926.0, 20),
(2, 1, 16, 10, 3210.0, 20),
(2, 2, 3, 3, 1260.0, 20),
(2, 3, 8, 7, 210000.0, 0),
(2, 4, 3, 10, 4200.0, 20),
(2, 5, 9, 1, 1000.0, 50),
(2, 6, 7, 6, 900.0, 30),
(2, 7, 1, 7, 70000.0, 0),
(2, 8, 14, 10, 23000.0, 0),
(3, 1, 9, 6, 6000.0, 50),
(3, 2, 11, 8, 3448.0, 0),
(4, 1, 7, 10, 1500.0, 30),
(4, 2, 4, 8, 5200.0, 0),
(4, 3, 3, 9, 3780.0, 20),
(4, 4, 5, 10, 600.0, 40),
(5, 1, 16, 8, 2568.0, 20),
(5, 2, 18, 10, 3330.0, 0),
(5, 3, 20, 10, 7070.0, 30),
(5, 4, 15, 3, 15.0, 0),
(6, 1, 3, 8, 3360.0, 20),
(6, 2, 4, 8, 5200.0, 0),
(6, 3, 19, 2, 242.0, 0),
(6, 4, 15, 4, 20.0, 0),
(6, 5, 12, 2, 1200.0, 30),
(6, 6, 5, 2, 120.0, 40),
(6, 7, 4, 7, 4550.0, 0),
(7, 1, 8, 3, 90000.0, 0),
(7, 2, 11, 7, 3017.0, 0),
(7, 3, 8, 8, 240000.0, 0),
(8, 1, 13, 10, 10000.0, 30),
(8, 2, 18, 2, 666.0, 0),
(8, 3, 19, 10, 1210.0, 0),
(8, 4, 7, 7, 1050.0, 30),
(9, 1, 5, 7, 420.0, 40),
(9, 2, 13, 7, 7000.0, 30),
(9, 3, 1, 6, 60000.0, 0),
(9, 4, 13, 2, 2000.0, 30),
(9, 5, 7, 8, 1200.0, 30),
(9, 6, 9, 3, 3000.0, 50),
(10, 1, 3, 5, 2100.0, 20),
(10, 2, 18, 5, 1665.0, 0),
(10, 3, 7, 8, 1200.0, 30),
(10, 4, 17, 7, 742.0, 20),
(10, 5, 8, 6, 180000.0, 0),
(10, 6, 15, 4, 20.0, 0),
(10, 7, 13, 6, 6000.0, 30),
(10, 8, 18, 1, 333.0, 0),
(10, 9, 5, 5, 300.0, 40),
(11, 1, 8, 1, 30000.0, 0),
(11, 2, 9, 6, 6000.0, 50),
(11, 3, 13, 4, 4000.0, 30),
(11, 4, 2, 10, 5100.0, 10),
(11, 5, 8, 4, 120000.0, 0),
(11, 6, 8, 4, 120000.0, 0),
(12, 1, 3, 3, 1260.0, 20),
(12, 2, 11, 10, 4310.0, 0),
(12, 3, 11, 8, 3448.0, 0),
(12, 4, 20, 9, 6363.0, 30),
(13, 1, 17, 3, 318.0, 20),
(13, 2, 12, 9, 5400.0, 30),
(13, 3, 20, 9, 6363.0, 30),
(13, 4, 2, 2, 1020.0, 10),
(14, 1, 17, 1, 106.0, 20),
(14, 2, 11, 6, 2586.0, 0),
(14, 3, 3, 6, 2520.0, 20),
(14, 4, 11, 5, 2155.0, 0),
(15, 1, 19, 3, 363.0, 0),
(15, 2, 2, 5, 2550.0, 10),
(15, 3, 3, 7, 2940.0, 20),
(15, 4, 4, 10, 6500.0, 0),
(15, 5, 14, 7, 16100.0, 0),
(16, 1, 18, 10, 3330.0, 0),
(16, 2, 19, 1, 121.0, 0),
(16, 3, 14, 1, 2300.0, 0),
(16, 4, 20, 2, 1414.0, 30),
(16, 5, 9, 5, 5000.0, 50),
(16, 6, 14, 4, 9200.0, 0),
(16, 7, 14, 7, 16100.0, 0),
(17, 1, 15, 5, 25.0, 0),
(17, 2, 5, 10, 600.0, 40),
(17, 3, 11, 8, 3448.0, 0),
(17, 4, 19, 1, 121.0, 0),
(17, 5, 16, 8, 2568.0, 20),
(17, 6, 16, 2, 642.0, 20),
(18, 1, 13, 4, 4000.0, 30),
(18, 2, 13, 8, 8000.0, 30),
(18, 3, 11, 10, 4310.0, 0),
(18, 4, 3, 7, 2940.0, 20),
(18, 5, 11, 7, 3017.0, 0),
(18, 6, 1, 9, 90000.0, 0),
(18, 7, 15, 10, 50.0, 0),
(18, 8, 20, 7, 4949.0, 30),
(18, 9, 14, 3, 6900.0, 0),
(19, 1, 8, 5, 150000.0, 0),
(19, 2, 9, 8, 8000.0, 50),
(19, 3, 5, 9, 540.0, 40),
(19, 4, 12, 4, 2400.0, 30),
(19, 5, 10, 10, 50000.0, 0),
(19, 6, 9, 10, 10000.0, 50),
(20, 1, 16, 8, 2568.0, 20),
(20, 2, 5, 10, 600.0, 40),
(20, 3, 20, 4, 2828.0, 30),
(20, 4, 1, 8, 80000.0, 0),
(20, 5, 13, 4, 4000.0, 30),
(21, 1, 8, 9, 270000.0, 0),
(21, 2, 10, 4, 20000.0, 0),
(21, 3, 12, 6, 3600.0, 30),
(21, 4, 16, 3, 963.0, 20),
(21, 5, 12, 5, 3000.0, 30),
(21, 6, 13, 8, 8000.0, 30),
(21, 7, 9, 6, 6000.0, 50),
(21, 8, 3, 2, 840.0, 20),
(22, 1, 18, 10, 3330.0, 0),
(22, 2, 17, 1, 106.0, 20),
(22, 3, 15, 9, 45.0, 0),
(22, 4, 15, 5, 25.0, 0),
(22, 5, 4, 4, 2600.0, 0),
(23, 1, 1, 10, 100000.0, 0),
(23, 2, 18, 4, 1332.0, 0),
(23, 3, 6, 5, 400000.0, 10),
(23, 4, 13, 6, 6000.0, 30),
(23, 5, 5, 10, 600.0, 40),
(23, 6, 16, 9, 2889.0, 20),
(23, 7, 12, 1, 600.0, 30),
(23, 8, 14, 6, 13800.0, 0),
(24, 1, 8, 2, 60000.0, 0),
(24, 2, 1, 1, 10000.0, 0),
(24, 3, 7, 6, 900.0, 30),
(24, 4, 13, 1, 1000.0, 30),
(24, 5, 12, 7, 4200.0, 30),
(24, 6, 10, 9, 45000.0, 0),
(24, 7, 19, 4, 484.0, 0),
(24, 8, 15, 3, 15.0, 0),
(24, 9, 9, 3, 3000.0, 50),
(24, 10, 1, 6, 60000.0, 0),
(25, 1, 17, 4, 424.0, 20),
(25, 2, 5, 5, 300.0, 40),
(25, 3, 1, 9, 90000.0, 0),
(25, 4, 13, 4, 4000.0, 30),
(25, 5, 9, 8, 8000.0, 50),
(25, 6, 5, 9, 540.0, 40),
(25, 7, 4, 4, 2600.0, 0),
(25, 8, 10, 9, 45000.0, 0),
(25, 9, 6, 1, 80000.0, 10),
(26, 1, 17, 4, 424.0, 20),
(26, 2, 19, 8, 968.0, 0),
(26, 3, 15, 8, 40.0, 0),
(27, 1, 2, 5, 2550.0, 10),
(27, 2, 4, 7, 4550.0, 0),
(27, 3, 15, 6, 30.0, 0),
(28, 1, 6, 8, 640000.0, 10),
(28, 2, 1, 6, 60000.0, 0),
(29, 1, 16, 1, 321.0, 20),
(29, 2, 14, 1, 2300.0, 0),
(29, 3, 13, 4, 4000.0, 30),
(29, 4, 8, 5, 150000.0, 0),
(29, 5, 16, 1, 321.0, 20),
(30, 1, 11, 7, 3017.0, 0),
(30, 2, 15, 2, 10.0, 0),
(30, 3, 7, 10, 1500.0, 30),
(30, 4, 13, 5, 5000.0, 30),
(30, 5, 9, 5, 5000.0, 50),
(30, 6, 10, 3, 15000.0, 0),
(30, 7, 1, 6, 60000.0, 0),
(30, 8, 20, 2, 1414.0, 30),
(30, 9, 10, 8, 40000.0, 0),
(31, 1, 18, 10, 3330.0, 0),
(31, 2, 8, 1, 30000.0, 0),
(31, 3, 8, 3, 90000.0, 0),
(31, 4, 6, 10, 800000.0, 10),
(32, 1, 2, 6, 3060.0, 10),
(32, 2, 9, 9, 9000.0, 50),
(32, 3, 14, 7, 16100.0, 0),
(32, 4, 13, 2, 2000.0, 30),
(33, 1, 17, 3, 318.0, 20),
(33, 2, 3, 1, 420.0, 20),
(33, 3, 18, 5, 1665.0, 0),
(33, 4, 20, 4, 2828.0, 30),
(33, 5, 11, 1, 431.0, 0),
(34, 1, 16, 7, 2247.0, 20),
(34, 2, 8, 9, 270000.0, 0),
(34, 3, 20, 1, 707.0, 30),
(34, 4, 7, 7, 1050.0, 30),
(35, 1, 3, 10, 4200.0, 20),
(35, 2, 12, 3, 1800.0, 30),
(35, 3, 1, 5, 50000.0, 0),
(35, 4, 12, 6, 3600.0, 30),
(35, 5, 19, 3, 363.0, 0),
(36, 1, 10, 5, 25000.0, 0),
(36, 2, 4, 10, 6500.0, 0),
(36, 3, 7, 4, 600.0, 30),
(37, 1, 19, 10, 1210.0, 0),
(37, 2, 7, 3, 450.0, 30),
(37, 3, 19, 7, 847.0, 0),
(37, 4, 17, 8, 848.0, 20),
(37, 5, 8, 2, 60000.0, 0),
(37, 6, 6, 6, 480000.0, 10),
(38, 1, 7, 9, 1350.0, 30),
(38, 2, 18, 5, 1665.0, 0),
(38, 3, 13, 2, 2000.0, 30),
(38, 4, 16, 10, 3210.0, 20),
(38, 5, 7, 10, 1500.0, 30),
(39, 1, 3, 10, 4200.0, 20),
(39, 2, 1, 7, 70000.0, 0),
(39, 3, 1, 2, 20000.0, 0),
(39, 4, 18, 2, 666.0, 0),
(40, 1, 4, 1, 650.0, 0),
(40, 2, 15, 8, 40.0, 0),
(40, 3, 1, 9, 90000.0, 0),
(40, 4, 5, 8, 480.0, 40),
(41, 1, 14, 8, 18400.0, 0),
(41, 2, 15, 3, 15.0, 0),
(41, 3, 20, 2, 1414.0, 30),
(41, 4, 16, 8, 2568.0, 20),
(41, 5, 5, 4, 240.0, 40),
(41, 6, 8, 1, 30000.0, 0),
(41, 7, 7, 10, 1500.0, 30),
(41, 8, 4, 3, 1950.0, 0),
(41, 9, 20, 10, 7070.0, 30),
(41, 10, 11, 9, 3879.0, 0),
(42, 1, 18, 3, 999.0, 0),
(42, 2, 9, 4, 4000.0, 50),
(42, 3, 7, 8, 1200.0, 30),
(42, 4, 14, 8, 18400.0, 0),
(42, 5, 5, 7, 420.0, 40),
(42, 6, 2, 9, 4590.0, 10),
(42, 7, 11, 4, 1724.0, 0),
(42, 8, 7, 4, 600.0, 30),
(42, 9, 19, 6, 726.0, 0),
(43, 1, 8, 10, 300000.0, 0),
(43, 2, 16, 7, 2247.0, 20),
(43, 3, 9, 4, 4000.0, 50),
(43, 4, 9, 6, 6000.0, 50),
(43, 5, 16, 6, 1926.0, 20),
(43, 6, 20, 9, 6363.0, 30),
(43, 7, 4, 7, 4550.0, 0),
(44, 1, 13, 6, 6000.0, 30),
(44, 2, 17, 8, 848.0, 20),
(44, 3, 12, 6, 3600.0, 30),
(45, 1, 20, 9, 6363.0, 30),
(45, 2, 18, 4, 1332.0, 0),
(45, 3, 10, 9, 45000.0, 0),
(45, 4, 9, 9, 9000.0, 50),
(45, 5, 20, 10, 7070.0, 30),
(45, 6, 13, 1, 1000.0, 30),
(45, 7, 1, 3, 30000.0, 0),
(45, 8, 11, 8, 3448.0, 0),
(45, 9, 8, 1, 30000.0, 0),
(45, 10, 17, 6, 636.0, 20),
(46, 1, 15, 2, 10.0, 0),
(46, 2, 9, 3, 3000.0, 50),
(46, 3, 19, 8, 968.0, 0),
(46, 4, 1, 5, 50000.0, 0),
(46, 5, 2, 7, 3570.0, 10),
(47, 1, 8, 8, 240000.0, 0),
(47, 2, 3, 6, 2520.0, 20),
(47, 3, 7, 5, 750.0, 30),
(47, 4, 4, 4, 2600.0, 0),
(48, 1, 7, 9, 1350.0, 30),
(48, 2, 6, 8, 640000.0, 10),
(48, 3, 14, 7, 16100.0, 0),
(48, 4, 5, 8, 480.0, 40),
(48, 5, 10, 9, 45000.0, 0),
(48, 6, 18, 6, 1998.0, 0),
(49, 1, 9, 8, 8000.0, 50),
(49, 2, 13, 2, 2000.0, 30),
(49, 3, 6, 8, 640000.0, 10),
(49, 4, 11, 7, 3017.0, 0),
(50, 1, 6, 9, 720000.0, 10),
(50, 2, 13, 4, 4000.0, 30),
(50, 3, 13, 3, 3000.0, 30),
(50, 4, 5, 4, 240.0, 40),
(51, 1, 12, 10, 6000.0, 30),
(51, 2, 4, 2, 1300.0, 0),
(51, 3, 8, 4, 120000.0, 0),
(52, 1, 17, 5, 530.0, 20),
